"VEHICLE: CARGO VAN, SPRINTER, CUBE VAN, STRAIGHT TRUCK, TRACTOR",DISTANCE: Miles,"PICKUP STATE: eg - TX, MI","DESTINATION STATE: eg - WI, IL","PICKUP CITY: eg - LAREDO, DALLAS","DESTINATION CITY: eg - HOPKINSVILLE, DALLAS",PICKUP DATE: dd-mm-yyyy,DELIVERY DATE: dd-mm-yyyy,Enter Your Bid Price
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,18-01-2021,18-01-2021,0
TRACTOR,2194,QA,MI,QUERÉTARO,REDFORD,18-01-2021,20-01-2021,0
TRACTOR,1283,IN,TX,BEDFORD,LAREDO,17-01-2021,18-01-2021,0
TRACTOR,2039,MR,NC,CUAUTLA,MORGANTON,17-01-2021,20-01-2021,0
SPRINTER,2008,QA,CA,CHICHIMEQUILLAS,WATSONVILLE,17-01-2021,20-01-2021,0
TRACTOR,1811,TX,NY,LAREDO,TONAWANDA,17-01-2021,19-01-2021,0
TRACTOR,1411,WI,TX,OSCEOLA,LAREDO,17-01-2021,19-01-2021,0
CUBE VAN,1268,TX,KY,LAREDO,LOUISVILLE,17-01-2021,19-01-2021,0
SPRINTER,1196,GA,TX,GAINESVILLE,LAREDO,17-01-2021,18-01-2021,0
STRAIGHT TRUCK,1697,PU,MO,SAN MIGUEL TIANGUIZOLCO,COLUMBIA,17-01-2021,19-01-2021,0
TRACTOR,2387,TX,TX,PHARR,PHARR,17-01-2021,20-01-2021,0
TRACTOR,2194,QA,MI,QUERÉTARO,REDFORD,17-01-2021,20-01-2021,0
TRACTOR,2039,MR,NC,CUAUTLA,MORGANTON,16-01-2021,19-01-2021,0
SPRINTER,1121,TN,TX,LEBANON,LAREDO,16-01-2021,18-01-2021,0
TRACTOR,1277,TX,KY,LAREDO,LOUISVILLE,16-01-2021,17-01-2021,0
CUBE VAN,1762,NX,MI,ALMERÍA,REDFORD,16-01-2021,20-01-2021,0
TRACTOR,1400,SL,MO,SAN LUIS POTOSÍ,CLAYCOMO,16-01-2021,19-01-2021,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,16-01-2021,18-01-2021,0
CARGO VAN,1334,TN,TX,ROGERSVILLE,LAREDO,16-01-2021,18-01-2021,0
TRACTOR,1277,TX,KY,LAREDO,LOUISVILLE,16-01-2021,19-01-2021,0
CUBE VAN,2246,QA,MI,COLON,AUBURN HILLS,16-01-2021,20-01-2021,0
TRACTOR,1288,TX,IN,MCALLEN,PRINCETON,16-01-2021,19-01-2021,0
TRACTOR,1848,NC,SL,CHARLOTTE,SAN LUIS POTOSÍ,16-01-2021,19-01-2021,0
STRAIGHT TRUCK,1235,KY,TX,RUSSELL SPRINGS,LAREDO,16-01-2021,18-01-2021,0
TRACTOR,2031,NC,MR,MARION,CUAUTLA,16-01-2021,21-01-2021,0
STRAIGHT TRUCK,1544,TX,MI,LAREDO,MUSKEGON,15-01-2021,18-01-2021,0
STRAIGHT TRUCK,1526,TX,MI,LAREDO,BATTLE CREEK,15-01-2021,18-01-2021,0
SPRINTER,1585,AG,TN,AGUASCALIENTES,SPRING HILL,15-01-2021,19-01-2021,0
STRAIGHT TRUCK,435,MI,KY,MONROE,BOWLING GREEN,15-01-2021,18-01-2021,0
CARGO VAN,1674,TX,MI,LAREDO,PORT HURON,15-01-2021,18-01-2021,0
STRAIGHT TRUCK,467,TX,TX,LAREDO,SANGER,15-01-2021,17-01-2021,0
TRACTOR,187,CU,TX,CENTRO,LAREDO,15-01-2021,16-01-2021,0
TRACTOR,2203,GJ,MI,CENTRO,REDFORD,15-01-2021,19-01-2021,0
TRACTOR,1121,TN,TX,LEBANON,LAREDO,15-01-2021,17-01-2021,0
CARGO VAN,709,TX,TX,EL PASO,LAREDO,15-01-2021,16-01-2021,0
CARGO VAN,1179,CU,AL,SALTILLO,WOODSTOCK,15-01-2021,19-01-2021,0
SPRINTER,1366,NX,IL,APODACA,NORMAL,15-01-2021,19-01-2021,0
TRACTOR,1361,TX,KY,EL PASO,BOWLING GREEN,15-01-2021,19-01-2021,0
SPRINTER,507,TN,MI,GALLATIN,EATON RAPIDS,15-01-2021,16-01-2021,0
TRACTOR,2039,MR,NC,CUAUTLA,MORGANTON,15-01-2021,18-01-2021,0
CUBE VAN,1493,WI,TX,SHEBOYGAN FALLS,LAREDO,15-01-2021,18-01-2021,0
SPRINTER,1606,MI,TX,FOWLERVILLE,LAREDO,15-01-2021,17-01-2021,0
SPRINTER,1744,MI,TX,EAST TAWAS,LAREDO,15-01-2021,18-01-2021,0
TRACTOR,1334,TN,TX,ROGERSVILLE,LAREDO,15-01-2021,17-01-2021,0
STRAIGHT TRUCK,1260,SC,TX,ANDERSON,LAREDO,15-01-2021,17-01-2021,0
STRAIGHT TRUCK,1883,IN,SL,RICHMOND,VILLA DE REYES,15-01-2021,20-01-2021,0
CUBE VAN,1442,WI,TX,MILWAUKEE,LAREDO,15-01-2021,17-01-2021,0
CUBE VAN,1263,TX,TN,LAREDO,CLINTON,15-01-2021,18-01-2021,0
CARGO VAN,1490,IN,TX,HAMILTON,LAREDO,15-01-2021,18-01-2021,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,15-01-2021,16-01-2021,0
TRACTOR,673,TN,TN,GALLATIN,GALLATIN,15-01-2021,18-01-2021,0
STRAIGHT TRUCK,654,WI,TN,MENASHA,SPRINGFIELD,15-01-2021,18-01-2021,0
TRACTOR,1600,TX,OH,LAREDO,AVON,15-01-2021,20-01-2021,0
CARGO VAN,2216,QA,MI,QUERÉTARO,AUBURN HILLS,15-01-2021,19-01-2021,0
STRAIGHT TRUCK,1496,IN,TX,ANGOLA,LAREDO,15-01-2021,17-01-2021,0
TRACTOR,1729,JA,GA,EL SALTO,NEWNAN,15-01-2021,18-01-2021,0
TRACTOR,315,KY,OH,BOWLING GREEN,CHILLICOTHE,15-01-2021,15-01-2021,0
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,15-01-2021,15-01-2021,0
TRACTOR,463,MI,IL,LANSING,EDWARDSVILLE,14-01-2021,15-01-2021,0
STRAIGHT TRUCK,435,MI,KY,MONROE,BOWLING GREEN,14-01-2021,15-01-2021,0
CARGO VAN,333,OH,KY,SHEFFIELD LAKE,LOUISVILLE,14-01-2021,15-01-2021,0
TRACTOR,1121,TN,TX,LEBANON,LAREDO,14-01-2021,15-01-2021,0
SPRINTER,911,TX,IN,PLANO,KOKOMO,14-01-2021,15-01-2021,0
CARGO VAN,963,TX,AL,LAREDO,TUSCALOOSA,14-01-2021,15-01-2021,0
SPRINTER,1042,TX,AL,LAREDO,OPELIKA,14-01-2021,15-01-2021,0
SPRINTER,529,TN,MI,GALLATIN,WALKER,14-01-2021,15-01-2021,0
SPRINTER,899,TX,GJ,HOUSTON,SAN JOSE ITURBIDE,14-01-2021,15-01-2021,0
CARGO VAN,507,TN,MI,GALLATIN,EATON RAPIDS,14-01-2021,14-01-2021,0
TRACTOR,1411,WI,TX,OSCEOLA,LAREDO,14-01-2021,15-01-2021,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,14-01-2021,15-01-2021,0
SPRINTER,1488,KY,TX,LOUISVILLE,EL PASO,14-01-2021,15-01-2021,0
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,14-01-2021,14-01-2021,0
CUBE VAN,688,SC,MI,CHERAW,LIVONIA,14-01-2021,14-01-2021,0
TRACTOR,1089,KY,TX,BARDSTOWN,SAN ANTONIO,14-01-2021,15-01-2021,0
TRACTOR,919,TX,KS,LAREDO,KANSAS CITY,14-01-2021,14-01-2021,0
SPRINTER,566,QA,TX,BENITO JUÁREZ,LAREDO,13-01-2021,15-01-2021,0
STRAIGHT TRUCK,435,MI,KY,MONROE,BOWLING GREEN,13-01-2021,14-01-2021,0
STRAIGHT TRUCK,1373,IN,TX,ANDERSON,LAREDO,13-01-2021,15-01-2021,0
CARGO VAN,1430,TX,SC,LAREDO,SUMMERVILLE,13-01-2021,15-01-2021,0
TRACTOR,1121,TN,TX,LEBANON,LAREDO,13-01-2021,14-01-2021,0
TRACTOR,800,TX,TL,LAREDO,PAPALOTLA,13-01-2021,15-01-2021,0
TRACTOR,187,CU,TX,RAMOS ARIZPE,LAREDO,13-01-2021,14-01-2021,0
CARGO VAN,1122,TN,TX,LEWISBURG,LAREDO,13-01-2021,15-01-2021,0
SPRINTER,1806,TX,PA,LOS INDIOS,YORK,13-01-2021,14-01-2021,0
STRAIGHT TRUCK,1635,MI,TX,CLINTON TOWNSHIP,LAREDO,13-01-2021,15-01-2021,0
TRACTOR,1116,TX,TN,DEL RIO,SPRINGFIELD,13-01-2021,15-01-2021,0
STRAIGHT TRUCK,482,TN,IL,GALLATIN,HANOVER PARK,13-01-2021,14-01-2021,0
STRAIGHT TRUCK,1363,IN,TX,LAFAYETTE,LAREDO,13-01-2021,14-01-2021,0
CUBE VAN,594,TX,GJ,LAREDO,LA LUZ,13-01-2021,14-01-2021,0
TRACTOR,1334,TN,TX,ROGERSVILLE,LAREDO,13-01-2021,14-01-2021,0
CUBE VAN,1368,NX,IL,GENERAL ESCOBEDO,NORMAL,13-01-2021,15-01-2021,0
SPRINTER,482,TN,IL,GALLATIN,HANOVER PARK,13-01-2021,14-01-2021,0
CUBE VAN,1046,TX,AL,LAREDO,PELL CITY,13-01-2021,14-01-2021,0
TRACTOR,673,TN,TN,GALLATIN,GALLATIN,13-01-2021,15-01-2021,0
STRAIGHT TRUCK,1592,OH,TX,ELYRIA,LAREDO,13-01-2021,15-01-2021,0
SPRINTER,123,CT,MA,MILFORD,ATTLEBORO,13-01-2021,13-01-2021,0
SPRINTER,261,IN,WV,GREENFIELD,BUFFALO,13-01-2021,13-01-2021,0
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,13-01-2021,13-01-2021,0
STRAIGHT TRUCK,1496,IN,TX,ANGOLA,LAREDO,13-01-2021,14-01-2021,0
TRACTOR,642,TN,MI,MANCHESTER,FLUSHING,13-01-2021,14-01-2021,0
TRACTOR,2035,NC,JA,STATESVILLE,ZAPOPAN,13-01-2021,15-01-2021,0
STRAIGHT TRUCK,490,KY,MS,FLORENCE,BLUE SPRINGS,13-01-2021,13-01-2021,0
STRAIGHT TRUCK,1928,JA,SC,EL SALTO,DUNCAN,12-01-2021,15-01-2021,0
STRAIGHT TRUCK,435,MI,KY,MONROE,BOWLING GREEN,12-01-2021,13-01-2021,0
CUBE VAN,1086,TX,IL,LAREDO,EDWARDSVILLE,12-01-2021,14-01-2021,0
CUBE VAN,963,TX,AL,LAREDO,TUSCALOOSA,12-01-2021,13-01-2021,0
TRACTOR,1499,TX,MI,LAREDO,THREE RIVERS,12-01-2021,14-01-2021,0
CUBE VAN,753,TX,PU,LAREDO,CHACHAPA,12-01-2021,13-01-2021,0
TRACTOR,1121,TN,TX,LEBANON,LAREDO,12-01-2021,13-01-2021,0
SPRINTER,157,TX,TX,HIDALGO,LAREDO,12-01-2021,13-01-2021,0
CUBE VAN,1442,WI,TX,MILWAUKEE,LAREDO,12-01-2021,14-01-2021,0
SPRINTER,437,TN,OH,GALLATIN,TIFFIN,12-01-2021,12-01-2021,0
SPRINTER,516,TN,MI,GALLATIN,DETROIT,12-01-2021,13-01-2021,0
STRAIGHT TRUCK,1620,TX,MI,LAREDO,NOVI,12-01-2021,14-01-2021,0
STRAIGHT TRUCK,1432,SC,TX,SUMMERVILLE,LAREDO,12-01-2021,14-01-2021,0
SPRINTER,507,TN,MI,GALLATIN,EATON RAPIDS,12-01-2021,12-01-2021,0
STRAIGHT TRUCK,1269,TN,TX,CLINTON,LAREDO,12-01-2021,14-01-2021,0
SPRINTER,1334,TN,TX,ROGERSVILLE,LAREDO,12-01-2021,13-01-2021,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,12-01-2021,13-01-2021,0
TRACTOR,1411,WI,TX,OSCEOLA,LAREDO,12-01-2021,14-01-2021,0
TRACTOR,1128,TN,TX,PORTLAND,LAREDO,12-01-2021,14-01-2021,0
TRACTOR,742,WI,AL,SHEBOYGAN FALLS,MADISON,12-01-2021,15-01-2021,0
TRACTOR,550,TX,JA,LAREDO,LAGOS DE MORENO,12-01-2021,13-01-2021,0
STRAIGHT TRUCK,1349,KY,TX,FLORENCE,LAREDO,12-01-2021,14-01-2021,0
CUBE VAN,1465,OH,TX,LOCKBOURNE,LAREDO,12-01-2021,14-01-2021,0
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,12-01-2021,12-01-2021,0
TRACTOR,1401,IN,TX,PERU,LAREDO,12-01-2021,13-01-2021,0
SPRINTER,454,MI,IL,WAYNE,FLORA,12-01-2021,12-01-2021,0
STRAIGHT TRUCK,435,MI,KY,MONROE,BOWLING GREEN,11-01-2021,12-01-2021,0
TRACTOR,2039,MR,NC,CUAUTLA,MORGANTON,11-01-2021,14-01-2021,0
TRACTOR,1121,TN,TX,LEBANON,LAREDO,11-01-2021,12-01-2021,0
CUBE VAN,556,TX,GJ,LAREDO,SILAO,11-01-2021,12-01-2021,0
TRACTOR,1334,TN,TX,ROGERSVILLE,LAREDO,11-01-2021,12-01-2021,0
STRAIGHT TRUCK,1065,TX,GA,LAREDO,WEST POINT,11-01-2021,12-01-2021,0
CUBE VAN,497,TX,AG,LAREDO,AGUASCALIENTES,11-01-2021,12-01-2021,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,11-01-2021,12-01-2021,0
STRAIGHT TRUCK,1643,TX,MI,LAREDO,AUBURN HILLS,11-01-2021,14-01-2021,0
SPRINTER,1870,MI,CI,BELLEVILLE,CHIHUAHUA,11-01-2021,15-01-2021,0
CARGO VAN,1170,IL,TX,FLORA,LAREDO,11-01-2021,13-01-2021,0
STRAIGHT TRUCK,1432,SC,TX,SUMMERVILLE,LAREDO,11-01-2021,12-01-2021,0
TRACTOR,1640,TX,MI,LAREDO,CLARKSTON,11-01-2021,12-01-2021,0
STRAIGHT TRUCK,1260,SC,TX,ANDERSON,LAREDO,11-01-2021,13-01-2021,0
TRACTOR,1739,TN,GJ,SPARTA,SILAO,11-01-2021,14-01-2021,0
CUBE VAN,1442,WI,TX,MILWAUKEE,LAREDO,11-01-2021,13-01-2021,0
CUBE VAN,2105,OH,GJ,FINDLAY,CELAYA,11-01-2021,14-01-2021,0
STRAIGHT TRUCK,1986,JA,MN,ZAPOPAN,INVER GROVE HEIGHTS,11-01-2021,15-01-2021,0
TRACTOR,673,TN,TN,GALLATIN,GALLATIN,11-01-2021,13-01-2021,0
STRAIGHT TRUCK,565,IN,AL,ELKHART,MADISON,11-01-2021,12-01-2021,0
CARGO VAN,1084,IL,TX,MARSHALL,SAN ANTONIO,11-01-2021,12-01-2021,0
STRAIGHT TRUCK,1865,PU,IL,SAN MARTIN,NORMAL,11-01-2021,14-01-2021,0
TRACTOR,493,IL,TN,SAINT CHARLES,SPRINGFIELD,11-01-2021,11-01-2021,0
STRAIGHT TRUCK,1496,IN,TX,ANGOLA,LAREDO,11-01-2021,12-01-2021,0
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,11-01-2021,11-01-2021,0
SPRINTER,536,OH,AL,FINDLAY,HUNTSVILLE,11-01-2021,11-01-2021,0
TRACTOR,1950,TX,MI,LAREDO,WARREN,11-01-2021,14-01-2021,0
CARGO VAN,132,IN,IL,ALBION,CHICAGO,11-01-2021,11-01-2021,0
CARGO VAN,561,OH,AL,TIFFIN,HUNTSVILLE,11-01-2021,11-01-2021,0
TRACTOR,2039,MR,NC,CUAUTLA,MORGANTON,10-01-2021,13-01-2021,0
STRAIGHT TRUCK,2197,QA,MI,QUERÉTARO,NOVI,10-01-2021,13-01-2021,0
CUBE VAN,1634,TX,MI,LAREDO,FLINT,10-01-2021,12-01-2021,0
CARGO VAN,1398,TX,MN,LAREDO,WYOMING,10-01-2021,12-01-2021,0
TRACTOR,1411,WI,TX,OSCEOLA,LAREDO,10-01-2021,11-01-2021,0
SPRINTER,446,WI,OH,JANESVILLE,BROOK PARK,10-01-2021,11-01-2021,0
CUBE VAN,898,IL,CT,LIBERTYVILLE,STRATFORD,10-01-2021,11-01-2021,0
TRACTOR,1173,CU,AL,SALTILLO,VANCE,09-01-2021,11-01-2021,0
TRACTOR,435,MI,KY,MONROE,BOWLING GREEN,09-01-2021,10-01-2021,0
CUBE VAN,1762,NX,MI,ALMERÍA,REDFORD,09-01-2021,13-01-2021,0
TRACTOR,2039,MR,NC,CUAUTLA,MORGANTON,09-01-2021,13-01-2021,0
TRACTOR,1883,QA,SC,QUERÉTARO,DUNCAN,09-01-2021,13-01-2021,0
TRACTOR,2387,TX,TX,PHARR,PHARR,09-01-2021,12-01-2021,0
CARGO VAN,1153,TX,KY,LAREDO,BOWLING GREEN,09-01-2021,12-01-2021,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,09-01-2021,10-01-2021,0
STRAIGHT TRUCK,1797,JA,TN,EL SALTO,CHATTANOOGA,09-01-2021,13-01-2021,0
SPRINTER,2076,SL,MI,SAN LUIS POTOSÍ,HIGHLAND PARK,09-01-2021,13-01-2021,0
CARGO VAN,1350,TX,KY,MCALLEN,LOUISVILLE,09-01-2021,11-01-2021,0
CARGO VAN,627,VA,KY,NEWPORT NEWS,LOUISVILLE,09-01-2021,10-01-2021,0
SPRINTER,963,TX,AL,LAREDO,TUSCALOOSA,09-01-2021,11-01-2021,0
SPRINTER,1350,IL,TX,BELLWOOD,LAREDO,09-01-2021,11-01-2021,0
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,09-01-2021,09-01-2021,0
SPRINTER,1235,KY,TX,RUSSELL SPRINGS,LAREDO,09-01-2021,11-01-2021,0
STRAIGHT TRUCK,1900,CU,OH,MORELOS,SHARONVILLE,09-01-2021,11-01-2021,0
TRACTOR,1431,NC,TX,ALBEMARLE,LAREDO,09-01-2021,11-01-2021,0
CUBE VAN,1526,TX,MI,LAREDO,BATTLE CREEK,09-01-2021,11-01-2021,0
TRACTOR,1883,QA,SC,QUERÉTARO,DUNCAN,08-01-2021,11-01-2021,0
TRACTOR,1614,TX,OH,LAREDO,BROOK PARK,08-01-2021,15-01-2021,0
TRACTOR,1121,TN,TX,LEBANON,LAREDO,08-01-2021,09-01-2021,0
TRACTOR,1102,TX,AL,LAREDO,MADISON,08-01-2021,11-01-2021,0
TRACTOR,2203,GJ,MI,CENTRO,REDFORD,08-01-2021,11-01-2021,0
CARGO VAN,1778,SL,IL,CENTRO,JOLIET,08-01-2021,13-01-2021,0
CARGO VAN,347,IL,KY,ELGIN,LOUISVILLE,08-01-2021,10-01-2021,0
CARGO VAN,1359,TX,IL,LAREDO,DES PLAINES,08-01-2021,11-01-2021,0
STRAIGHT TRUCK,435,MI,KY,MONROE,BOWLING GREEN,08-01-2021,09-01-2021,0
TRACTOR,187,CU,TX,RAMOS ARIZPE,LAREDO,08-01-2021,11-01-2021,0
STRAIGHT TRUCK,437,KY,MI,BOWLING GREEN,MONROE,08-01-2021,09-01-2021,0
STRAIGHT TRUCK,2197,QA,MI,QUERÉTARO,NOVI,08-01-2021,11-01-2021,0
CUBE VAN,1179,CU,AL,SALTILLO,WOODSTOCK,08-01-2021,11-01-2021,0
TRACTOR,904,AL,WI,AUBURN,WEST BEND,08-01-2021,11-01-2021,0
TRACTOR,2039,MR,NC,CUAUTLA,MORGANTON,08-01-2021,12-01-2021,0
STRAIGHT TRUCK,1363,IN,TX,LAFAYETTE,LAREDO,08-01-2021,10-01-2021,0
CUBE VAN,497,TX,AG,LAREDO,AGUASCALIENTES,08-01-2021,09-01-2021,0
TRACTOR,1334,TN,TX,ROGERSVILLE,LAREDO,08-01-2021,10-01-2021,0
CARGO VAN,1171,IN,TX,EVANSVILLE,LAREDO,08-01-2021,11-01-2021,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,08-01-2021,09-01-2021,0
TRACTOR,1614,TX,OH,LAREDO,BROOK PARK,08-01-2021,15-01-2021,0
SPRINTER,1442,WI,TX,MILWAUKEE,LAREDO,08-01-2021,10-01-2021,0
TRACTOR,1270,TN,CU,PULASKI,SALTILLO,08-01-2021,13-01-2021,0
TRACTOR,1499,TX,MI,LAREDO,THREE RIVERS,08-01-2021,10-01-2021,0
TRACTOR,673,TN,TN,GALLATIN,GALLATIN,08-01-2021,11-01-2021,0
STRAIGHT TRUCK,1577,MI,TX,LANSING,LAREDO,08-01-2021,11-01-2021,0
SPRINTER,1358,IL,TX,SCHILLER PARK,LAREDO,08-01-2021,10-01-2021,0
TRACTOR,1721,IL,GJ,CENTRALIA,IRAPUATO,08-01-2021,15-01-2021,0
TRACTOR,1699,TN,AG,ATHENS,LUIS ORTEGA DOUGLAS,08-01-2021,13-01-2021,0
TRACTOR,437,KY,MI,BOWLING GREEN,MONROE,08-01-2021,08-01-2021,0
CARGO VAN,1610,OH,TX,KENT,LAREDO,08-01-2021,11-01-2021,0
STRAIGHT TRUCK,435,MI,KY,MONROE,BOWLING GREEN,08-01-2021,08-01-2021,0
STRAIGHT TRUCK,1496,IN,TX,ANGOLA,LAREDO,08-01-2021,10-01-2021,0
CARGO VAN,380,PA,MI,TIPTON,ALLEN PARK,08-01-2021,13-01-2021,0
SPRINTER,2407,MI,PU,UBLY,CUAUTLANCINGO,08-01-2021,12-01-2021,0
STRAIGHT TRUCK,1594,TX,MI,LAREDO,NEW BOSTON,09-01-2023,11-01-2023,0
SPRINTER,1731,TX,MI,EL PASO,DETROIT,09-01-2023,11-01-2023,0
CARGO VAN,1604,TX,OH,LAREDO,AVON LAKE,09-01-2023,11-01-2023,0
STRAIGHT TRUCK,1608,TX,MI,LAREDO,HOWELL,08-01-2023,10-01-2023,0
STRAIGHT TRUCK,1608,TX,MI,LAREDO,HOWELL,08-01-2023,10-01-2023,0
STRAIGHT TRUCK,2323,TX,WA,LAREDO,RENTON,08-01-2023,11-01-2023,0
SPRINTER,1304,TX,KY,LAREDO,LEXINGTON,09-01-2023,11-01-2023,0
CARGO VAN,1092,TX,TN,LAREDO,SPRING HILL,08-01-2023,09-01-2023,0
STRAIGHT TRUCK,1361,TX,SC,LAREDO,BLYTHEWOOD,09-01-2023,11-01-2023,0
TRACTOR,1391,TX,IL,LAREDO,CHICAGO,07-01-2023,10-01-2023,0
STRAIGHT TRUCK,1350,TX,IL,EAGLE PASS,BELVIDERE,07-01-2023,10-01-2023,0
SPRINTER,1361,TX,KY,EL PASO,BOWLING GREEN,07-01-2023,09-01-2023,0
STRAIGHT TRUCK,1654,GJ,AL,AMPLIACIÓN MONTE DEL COECILLO,HUNTSVILLE,07-01-2023,11-01-2023,0
TRACTOR,1464,IN,TX,BREMEN,LAREDO,09-01-2023,10-01-2023,0
TRACTOR,1798,EM,TN,TENANGO DE ARISTA,SPRING HILL,08-01-2023,10-01-2023,0
CARGO VAN,1160,GA,TX,TUCKER,LAREDO,09-01-2023,10-01-2023,0
SPRINTER,2091,SL,MI,SAN LUIS POTOSÍ,FRASER,07-01-2023,10-01-2023,0
CARGO VAN,1643,TX,MI,LAREDO,STERLING HEIGHTS,09-01-2023,11-01-2023,0
TRACTOR,2512,EM,NY,TENANGO DE ARISTA,BUFFALO,07-01-2023,11-01-2023,0
CARGO VAN,743,MI,SC,HOLLY,SENECA,06-01-2023,07-01-2023,0
CARGO VAN,1643,TX,MI,LAREDO,STERLING HEIGHTS,09-01-2023,11-01-2023,0
STRAIGHT TRUCK,1604,TX,MI,LAREDO,CANTON,09-01-2023,11-01-2023,0
STRAIGHT TRUCK,1235,KY,TX,RUSSELL SPRINGS,LAREDO,07-01-2023,09-01-2023,0
SPRINTER,1176,FL,MI,ORLANDO,DETROIT,06-01-2023,07-01-2023,0
CUBE VAN,892,TX,TN,LAREDO,MEMPHIS,07-01-2023,09-01-2023,0
STRAIGHT TRUCK,2298,EM,MI,TLALNEPANTLA DE BAZ,LIVONIA,06-01-2023,11-01-2023,0
STRAIGHT TRUCK,1819,CU,OH,DERRAMADERO,CANTON,06-01-2023,11-01-2023,0
SPRINTER,1429,TX,WI,LAREDO,MIDDLETON,06-01-2023,09-01-2023,0
SPRINTER,219,KY,KY,HOPKINSVILLE,GEORGETOWN,06-01-2023,06-01-2023,0
SPRINTER,1683,MI,TX,HOLLY,BROWNSVILLE,06-01-2023,09-01-2023,0
CUBE VAN,1065,TX,GA,LAREDO,WEST POINT,06-01-2023,10-01-2023,0
CARGO VAN,787,RI,MI,LINCOLN,WAYNE,06-01-2023,09-01-2023,0
STRAIGHT TRUCK,1649,TX,MI,LAREDO,DETROIT,09-01-2023,11-01-2023,0
TRACTOR,1764,AG,KY,AGUASCALIENTES,LOUISVILLE,06-01-2023,11-01-2023,0
CARGO VAN,799,MS,PA,MANTACHIE,CRANBERRY TOWNSHIP,09-01-2023,10-01-2023,0
CARGO VAN,1962,GJ,IL,GUANAJUATO,CHICAGO,06-01-2023,11-01-2023,0
CARGO VAN,1872,SL,IL,VILLA DE REYES,CHICAGO,06-01-2023,11-01-2023,0
TRACTOR,1543,MI,TX,GRAND RAPIDS,LAREDO,06-01-2023,09-01-2023,0
TRACTOR,716,GA,MI,MARIETTA,LIVONIA,12-01-2023,13-01-2023,0
CARGO VAN,398,MI,KY,LAKE ORION,LOUISVILLE,05-01-2023,06-01-2023,0
CARGO VAN,1209,TX,MI,FORT WORTH,WARREN,06-01-2023,09-01-2023,0
STRAIGHT TRUCK,1620,TX,MI,LAREDO,DETROIT,06-01-2023,09-01-2023,0
SPRINTER,1642,MI,TX,MADISON HEIGHTS,LAREDO,06-01-2023,09-01-2023,0
CUBE VAN,753,TX,PU,LAREDO,CHACHAPA,06-01-2023,07-01-2023,0
STRAIGHT TRUCK,1339,TN,TX,ROGERSVILLE,LAREDO,06-01-2023,07-01-2023,0
STRAIGHT TRUCK,252,TX,NX,LAREDO,GUADALUPE,05-01-2023,05-01-2023,0
TRACTOR,1739,TX,MI,LAREDO,HIGHLAND PARK,11-01-2023,16-01-2023,0
STRAIGHT TRUCK,1169,TX,IL,LAREDO,FLORA,06-01-2023,09-01-2023,0
TRACTOR,1576,VA,TX,LYNCHBURG,LAREDO,06-01-2023,09-01-2023,0
TRACTOR,2212,GJ,MI,AMPLIACIÓN DE GUADALUPE,LAKE ORION,06-01-2023,11-01-2023,0
STRAIGHT TRUCK,1382,TX,IN,LAREDO,KOKOMO,07-01-2023,09-01-2023,0
SPRINTER,1559,TX,OH,LAREDO,TOLEDO,07-01-2023,10-01-2023,0
TRACTOR,1642,MI,TX,BURTON,LAREDO,05-01-2023,06-01-2023,0
SPRINTER,1478,TX,OH,LAREDO,RAYMOND,06-01-2023,09-01-2023,0
CARGO VAN,367,OH,KY,TOLEDO,RUSSELL SPRINGS,05-01-2023,05-01-2023,0
SPRINTER,1239,CO,MI,DENVER,TEMPERANCE,04-01-2023,05-01-2023,0
SPRINTER,1618,TX,MI,LAREDO,DETROIT,08-01-2023,10-01-2023,0
CARGO VAN,1511,CA,TX,HARBOR CITY,LAREDO,04-01-2023,06-01-2023,0
SPRINTER,553,TX,GJ,LAREDO,SAN JOSÉ ITURBIDE,04-01-2023,05-01-2023,0
CARGO VAN,1709,TX,MI,EL PASO,DETROIT,04-01-2023,06-01-2023,0
CARGO VAN,1184,MI,TX,SALINE,ARLINGTON,04-01-2023,05-01-2023,0
TRACTOR,689,KY,ON,BOWLING GREEN,ARTHUR,04-01-2023,05-01-2023,0
TRACTOR,1464,IN,TX,BREMEN,LAREDO,05-01-2023,06-01-2023,0
CARGO VAN,1724,TX,MI,EL PASO,DETROIT,04-01-2023,06-01-2023,0
CUBE VAN,1779,PA,TX,SAINT MARYS,LAREDO,04-01-2023,06-01-2023,0
CARGO VAN,1612,OH,TX,AVON LAKE,LAREDO,04-01-2023,06-01-2023,0
